MCT_YM,MCT_NM,ADDR
집아페_20180314,집아페,제주 제주시 삼도일동 518-9번지 1층
집의기록1_20201030,집의기록1,제주 제주시 한림읍 귀덕리 951-1번지 1층
징기스 신제주점_20170424,징기스 신제주점,제주 제주시 노형동 944-15번지 1층
징기스 이도점_20180503,징기스 이도점,제주 제주시 아라이동 3012-9번지 1층
짜장마을_20171207,짜장마을,제주 서귀포시 남원읍 남원리 111번지 1층
짬뽕에취한날_20160429,짬뽕에취한날,제주 제주시 연동 311-21번지
짬뽕지존제주점_20221026,짬뽕지존제주점,제주 제주시 노형동 3806-6번지 1층 2호
짱구분식_20150729,짱구분식,제주 제주시 노형동 726-1번지
짱구분식_20200224,짱구분식,제주 서귀포시 서귀동 254-2번지 1층
짱숯불갈비_20161005,짱숯불갈비,제주 제주시 연동 282-54번지
쭈꾸쭈꾸쭈꾸미_20111006,쭈꾸쭈꾸쭈꾸미,제주 서귀포시 서귀동 416-2번지
쭈꾸쭈꾸쭈꾸미_20130814,쭈꾸쭈꾸쭈꾸미,제주 제주시 연동 293-9번지
차곡_20150427,차곡,제주 제주시 연동 311-46번지 제주특별자치도교육청 지하
차돌집  노형점_20171220,차돌집  노형점,제주 제주시 노형동 1047-10번지 1층
차돌집_20130131,차돌집,제주 제주시 연동 291-7번지
착한갈치_20171227,착한갈치,제주 서귀포시 보목동 535번지 1층
착한괴기_20140717,착한괴기,제주 서귀포시 하효동 700번지 1층
착한소21_20220902,착한소21,제주 제주시 일도이동 48번지 1층
착한전복_20110107,착한전복,제주 서귀포시 색달동 2481-10번지
착한집_20170804,착한집,제주 제주시 오라삼동 2337-12번지
참돼지깡통구이_20050328,참돼지깡통구이,제주 제주시 연동 1501-11번지
참맛나_20161027,참맛나,제주 제주시 노형동 3813-5번지 1층
참살이정육식당_20160627,참살이정육식당,제주 제주시 일도이동 367-10번지
참솔_20160111,참솔,제주 제주시 애월읍 유수암리 1042-7번지 1층
참솔해장국_20210609,참솔해장국,제주 제주시 애월읍 고성리 902-12번지 1층
참좋은해물라면애월점_20220407,참좋은해물라면애월점,제주 제주시 애월읍 구엄리 599번지 1층
찹쌀순대만드는집_20210104,찹쌀순대만드는집,제주 서귀포시 강정동 2482-7번지 1층
창천삼거리식당_20060703,창천삼거리식당,제주 서귀포시 안덕면 창천리 155-7번지
채색_20210423,채색,제주 제주시 구좌읍 세화리 1467-2번지 1층
채선당 사계리점_20200210,채선당 사계리점,제주 서귀포시 안덕면 사계리 417-2번지 1층
채우다_20181109,채우다,제주 제주시 일도일동 1251번지 일도일동
채점석 베이커리 혁신도시점_20161202,채점석 베이커리 혁신도시점,제주 서귀포시 서호동 1554-4번지
처가집연탄구이_20081124,처가집연탄구이,제주 서귀포시 하효동 188번지
천금_20151021,천금,제주 제주시 삼도이동 20-5번지 1층
천금음식점_20000807,천금음식점,제주 서귀포시 법환동 735-9번지
천도두루치기_20150610,천도두루치기,제주 제주시 일도이동 53-7번지 1층
천돈가 중문본점_20200918,천돈가 중문본점,제주 서귀포시 색달동 2353-1번지 1층
천일만두_20200207,천일만두,제주 서귀포시 서귀동 306-5번지 1층
천장어제주점_20200410,천장어제주점,제주 제주시 노형동 737-1번지 1층
천제연토속_20190605,천제연토속,제주 서귀포시 색달동 2539번지
천지연무태장어신서귀포점_20151223,천지연무태장어신서귀포점,제주 서귀포시 강정동 159-3번지
천짓골식당_19990910,천짓골식당,제주 서귀포시 서귀동 294-10번지
천하육회시청점_20170628,천하육회시청점,제주 제주시 이도이동 1771-6번지 이도이동
철수네숯불갈비_20190905,철수네숯불갈비,제주 제주시 연동 460-5번지 1층
첨밀밀양꼬치_20160907,첨밀밀양꼬치,제주 제주시 조천읍 함덕리 1002-101번지
청년다방노형점_20180423,청년다방노형점,제주 제주시 노형동 1561번지 노형동
청년다방이도점_20200309,청년다방이도점,제주 제주시 이도이동 1981-20번지 이도이동
청담이상 신제주점_20190507,청담이상 신제주점,제주 제주시 노형동 937-7번지 1층
청담집_20160531,청담집,제주 제주시 노형동 2737번지
청룡반점_20150903,청룡반점,제주 제주시 이도이동 314-17번지 1층
청루봉평메밀막국수전문점_20040430,청루봉평메밀막국수전문점,제주 서귀포시 대정읍 인성리 268-6번지
청산유황오리_20060314,청산유황오리,제주 제주시 이도이동 1062-1번지
청수냉면_20220923,청수냉면,제주 제주시 애월읍 하귀1리 137-2번지 1층
청운식당_20200306,청운식당,제주 서귀포시 성산읍 성산리 192-2번지
청정오메기떡_20201130,청정오메기떡,제주 제주시 연동 177번지 1층
청춘당꽈배기서부점_20200206,청춘당꽈배기서부점,제주 서귀포시 안덕면 동광리 810번지 1층
청춘막창_20220503,청춘막창,제주 제주시 일도이동 1027-10번지 1층
청파식당횟집_20141031,청파식당횟집,제주 제주시 구좌읍 세화리 3648-5번지
청해야_20140805,청해야,제주 제주시 용담삼동 517번지
청향_20170922,청향,제주 제주시 이도이동 1034-4번지
초량화성_20200211,초량화성,제주 제주시 일도이동 68-2번지 1층
초밥공장_20210329,초밥공장,제주 제주시 구좌읍 월정리 1896-13번지 1층
초원식당_19950703,초원식당,제주 제주시 조천읍 
촌촌해녀촌_20140714,촌촌해녀촌,제주 제주시 구좌읍 동복리 1502번지 1층
최남단식당_20210507,최남단식당,제주 서귀포시 대정읍 하모리 2131-7번지 1층
추담골본점_20161201,추담골본점,제주 제주시 노형동 2466-1번지
추억의분식_20200303,추억의분식,제주 서귀포시 서귀동 277-1번지
추자본섬연동점_20180626,추자본섬연동점,제주 제주시 연동 314-130번지
춘리마라탕_20210804,춘리마라탕,제주 제주시 노형동 919-3번지 2층
춘미향_20130619,춘미향,제주 서귀포시 안덕면 사계리 2820-4번지
춘천명동닭갈비 아라점_20141027,춘천명동닭갈비 아라점,제주 제주시 아라일동 6097-23번지 1층
춘천명동닭갈비 중문점_20150306,춘천명동닭갈비 중문점,제주 서귀포시 중문동 2114-1번지
춘천명동닭갈비연동점_20061122,춘천명동닭갈비연동점,제주 제주시 연동 283-1번지
춘향이네_20220822,춘향이네,제주 제주시 도두일동 1249-7번지 1층
춤추는돼지 본점_20200423,춤추는돼지 본점,제주 제주시 도두일동 2622-2번지 1층
충민정_20180627,충민정,제주 제주시 용담일동 2818-2번지 용담일동
치킨명가_20070514,치킨명가,제주 제주시 노형동 2533-11번지
친정집_20140320,친정집,제주 제주시 화북일동 11-2번지
칠돈가 표선직영점_20141224,칠돈가 표선직영점,제주 서귀포시 표선면 표선리 44-3번지
칠돈가_20130107,칠돈가,제주 서귀포시 동홍동 1507-10번지
칠돈가본점_20220519,칠돈가본점,제주 제주시 노형동 1112번지 1층
칠돈가서광직영점_20180110,칠돈가서광직영점,제주 서귀포시 안덕면 서광리 1818-4번지
칠돈가성산직영점_20190108,칠돈가성산직영점,제주 서귀포시 성산읍 오조리 338-1번지
칠돈가제주공항직영점_20200703,칠돈가제주공항직영점,제주 제주시 연동 304-11번지
칠돈가직영점_20160804,칠돈가직영점,제주 서귀포시 색달동 2312-1번지
칠돈가함덕점_20160907,칠돈가함덕점,제주 제주시 조천읍 함덕리 4150-5번지 1층
칠돈본가 주식회사_20220608,칠돈본가 주식회사,제주 제주시 용담이동 2695-4번지 1층
칠사돈_20070829,칠사돈,제주 제주시 애월읍 하귀2리 2710번지 1층
칠삭갈비_19940624,칠삭갈비,제주 제주시 일도이동 50-6번지
칠성뷔페_20180105,칠성뷔페,제주 제주시 일도일동 1298-28번지 4층
칠프로칠백식당아라직영점_20200604,칠프로칠백식당아라직영점,제주 제주시 아라일동 6090-4번지 1층
칠프로칠백식당제주직영점_20220809,칠프로칠백식당제주직영점,제주 제주시 노형동 760-2번지 1층
칭따오객잔_20170530,칭따오객잔,제주 제주시 연동 273-57번지 2층
카도_20220414,카도,제주 제주시 연동 283-12번지
카페 메콩스카이_20211019,카페 메콩스카이,제주 제주시 아라일동 358-9번지 102호
카페 서연의집_20191223,카페 서연의집,제주 서귀포시 남원읍 위미리 2975번지 2층
카페 이시도르_20180629,카페 이시도르,제주 제주시 한림읍 금악리 117번지 1층
카페글렌코_20190503,카페글렌코,제주 제주시 구좌읍 송당리 2635-8번지
카페노티드 제주애월_20210108,카페노티드 제주애월,제주 제주시 애월읍 애월리 2527-3번지 2층
카페더라이트_20200317,카페더라이트,제주 서귀포시 성산읍 성산리 298-22번지 2층
카페더비어_20160729,카페더비어,제주 제주시 아라이동 3001-14번지
카페루시아(본점)_20210702,카페루시아(본점),제주 서귀포시 안덕면 창천리 840-1번지 1호
카페방주_20210311,카페방주,제주 서귀포시 안덕면 상천리 423-1번지 1층
카페봄봄 오라점_20210524,카페봄봄 오라점,제주 제주시 오라삼동 2270-1번지 1층
카페봄봄봉개점_20200227,카페봄봄봉개점,제주 제주시 봉개동 1871번지
카페봄봄영어교육도시점_20220203,카페봄봄영어교육도시점,제주 서귀포시 대정읍 보성리 2476번지 1층
카페빠네띠에_20130424,카페빠네띠에,제주 제주시 이도이동 1959-1번지
카페신상_20220718,카페신상,제주 제주시 이호일동 1788-1번지 1동 3층
카페아오오_20200603,카페아오오,제주 서귀포시 성산읍 신산리 420번지 2층
카페오가다제주점_20220506,카페오가다제주점,제주 제주시 용담이동 2002번지 제주국제공항 4층
카페지니_20141114,카페지니,제주 서귀포시 남원읍 신례리 85-3번지
카훼리_20070424,카훼리,제주 제주시 용담삼동 1137-1번지
칼초네화덕피자_20160801,칼초네화덕피자,제주 서귀포시 상예동 762-9번지
커큐민 흑돼지_20140613,커큐민 흑돼지,제주 서귀포시 성산읍 고성리 236번지
커피냅로스터스 제주_20220126,커피냅로스터스 제주,제주 제주시 애월읍 하귀1리 450-1번지 1층
커피베이 제주공항국내선1호점_20210719,커피베이 제주공항국내선1호점,제주 제주시 용담이동 2002번지 3층
커피베이 제주공항국내선2호점_20210719,커피베이 제주공항국내선2호점,제주 제주시 용담이동 2002번지 3층
커피빈 제주애월DT점_20220711,커피빈 제주애월DT점,제주 제주시 애월읍 신엄리 2728-1번지 1호
커피템플_20220124,커피템플,제주 제주시 월평동 1348-3번지 1층
컬쳐드인더랩_20220805,컬쳐드인더랩,제주 제주시 아라이동 3003-10번지 지하1층
컴포즈 신시가지점_20210511,컴포즈 신시가지점,제주 서귀포시 서호동 594번지 1층
컴포즈커피 서홍점_20220315,컴포즈커피 서홍점,제주 서귀포시 서홍동 350-21번지 1층
컴포즈커피 제주공항렌트카점_20221202,컴포즈커피 제주공항렌트카점,제주 제주시 도두이동 390-6번지 1동 1층
컴포즈커피 제주삼화점_20220401,컴포즈커피 제주삼화점,제주 제주시 화북일동 1023-5번지 101호
컴포즈커피 제주아라점_20200702,컴포즈커피 제주아라점,제주 제주시 아라일동 6104번지 1층
컴포즈커피 제주이도점_20210208,컴포즈커피 제주이도점,제주 제주시 이도이동 2008-4번지 1층
컴포즈커피(서귀포대정점)_20220614,컴포즈커피(서귀포대정점),제주 서귀포시 대정읍 하모리 841-7번지 1층
컴포즈커피서귀포동홍점_20211014,컴포즈커피서귀포동홍점,제주 서귀포시 동홍동 567번지 102호
컴포즈커피서귀포서광점_20220630,컴포즈커피서귀포서광점,제주 서귀포시 안덕면 서광리 716-7번지 1층
컴포즈커피서귀포성산점_20210528,컴포즈커피서귀포성산점,제주 서귀포시 성산읍 고성리 1179-1번지 1층
컴포즈커피서귀포혁신도시점_20220608,컴포즈커피서귀포혁신도시점,제주 서귀포시 서호동 1476-7번지 1층
컴포즈커피연동점_20210831,컴포즈커피연동점,제주 제주시 연동 1486번지 1층
컴포즈커피외도점_20211229,컴포즈커피외도점,제주 제주시 외도일동 400-9번지 1층
컴포즈커피제주노형점_20201026,컴포즈커피제주노형점,제주 제주시 노형동 720-4번지 1층
컴포즈커피제주법원점_20210527,컴포즈커피제주법원점,제주 제주시 이도이동 1080-6번지 1층
컴포즈커피제주서사라점_20210903,컴포즈커피제주서사라점,제주 제주시 삼도일동 569-3번지 1층
컴포즈커피한림점_20211215,컴포즈커피한림점,제주 제주시 한림읍 동명리 1592-3번지 1층
컴포즈커피화북공단점_20210609,컴포즈커피화북공단점,제주 제주시 화북이동 3713-1번지 1층
컴플리트커피_20220422,컴플리트커피,제주 제주시 노형동 3798-16번지 1층
케이에프씨제주시청점_20211231,케이에프씨제주시청점,제주 제주시 이도이동 1065-4번지 1층
케이티 구내식당_20220302,케이티 구내식당,제주 제주시 이도일동 1643-1번지
코리아식당_20070702,코리아식당,제주 제주시 조천읍 함덕리 1002-101번지
코시롱_20140523,코시롱,제주 제주시 노형동 3808-1번지 1층
코우_20180119,코우,제주 서귀포시 강정동 146-4번지 지하1층
코코분식본점_20190104,코코분식본점,제주 제주시 이도이동 1187-5번지 1층
콜린제주(colline Jeju)_20220103,콜린제주(colline Jeju),제주 제주시 애월읍 애월리 2527-2번지 3층
콧수염양꼬치_20181108,콧수염양꼬치,제주 제주시 연동 2325-1번지 2층
콩킹부대찌게_20130131,콩킹부대찌게,제주 제주시 아라이동 35-10번지
쿨샤벳_20221227,쿨샤벳,제주 서귀포시 성산읍 고성리 127-3번지 지하1층 (아쿠아플레넷제주)
쿵푸티 제주신화월드점_20210727,쿵푸티 제주신화월드점,제주 서귀포시 안덕면 서광리 산 24번지 지하1층 25호
퀴즈노스제주공항점_20221013,퀴즈노스제주공항점,제주 제주시 용담이동 2002번지 4층
크라운돼지_20201203,크라운돼지,제주 제주시 애월읍 상가리 산 106번지 1층 8호
크라운호프 노형점_20200511,크라운호프 노형점,제주 서귀포시 성산읍 성산리 296-3번지 3층
크라운호프 아라점_20221004,크라운호프 아라점,제주 제주시 아라일동 6092-11번지 1층 101호
크랩통신화월드점_20221222,크랩통신화월드점,제주 서귀포시 안덕면 서광리 산 24번지 호텔동 지하1층
큰가름본점_20160121,큰가름본점,제주 제주시 도남동 83-12번지 아름빌라 101호
큰갯물횟집_19950731,큰갯물횟집,제주 서귀포시 대포동 2070번지
큰맛동태탕_20191231,큰맛동태탕,제주 제주시 외도일동 401-4번지 1층
큰솔가_20181214,큰솔가,제주 서귀포시 대포동 2211번지 1층
큰엉식당_20050222,큰엉식당,제주 서귀포시 남원읍 위미리 935-4번지 1층
큰집어멍_20100907,큰집어멍,제주 서귀포시 대포동 747-2번지
클라우드나인커피_20110502,클라우드나인커피,제주 제주시 이도이동 1767-1번지 1층
키링푸드비상식탁_20221006,키링푸드비상식탁,제주 제주시 도남동 920-17번지 1층 3호
키친요디_20161212,키친요디,제주 제주시 화북일동 17-8번지 1층 화북 1동
킴스커틀렛_20130624,킴스커틀렛,제주 제주시 이도이동 2032-5번지
타이윅_20160429,타이윅,제주 제주시 아라이동 3009-1번지
타쿠마_20151230,타쿠마,제주 서귀포시 성산읍 고성리 489-4번지
탄광맥주제주중문점_20210930,탄광맥주제주중문점,제주 서귀포시 중문동 2167-16번지
탄광촌_20200414,탄광촌,제주 제주시 삼도일동 721-14번지 1층
탐나국_20220210,탐나국,제주 제주시 애월읍 상귀리 354-4번지
탐나는숯불갈비_20201130,탐나는숯불갈비,제주 제주시 일도이동 70-3번지
탐라가든_20180313,탐라가든,제주 제주시 삼도이동 632-7번지
탐라는갈비_20221115,탐라는갈비,제주 제주시 아라일동 6076-1번지 1층
탐라는파스타호텔더본점_20180724,탐라는파스타호텔더본점,제주 서귀포시 색달동 2156-3번지 1층
탐라맥닭 탐라맥반석 닭구이_20210707,탐라맥닭 탐라맥반석 닭구이,제주 제주시 일도이동 1030-1번지 1층
탐라밥상_20170712,탐라밥상,제주 서귀포시 남원읍 위미리 160-1번지
탐라요정신제주점_20230112,탐라요정신제주점,제주 제주시 연동 273-32번지 2층
탐라우돈_20120106,탐라우돈,제주 제주시 노형동 1040-2번지
탐랑성_20210219,탐랑성,제주 서귀포시 강정동 2628-3번지
탐앤탐스 신제주점_20181002,탐앤탐스 신제주점,제주 제주시 연동 262-4번지
탐앤탐스아라점_20180328,탐앤탐스아라점,제주 제주시 아라일동 2338-4번지 1층
탑동산호전복_20020214,탑동산호전복,제주 제주시 삼도이동 1206번지
탑동치킨앤호프_20100607,탑동치킨앤호프,제주 서귀포시 서귀동 433-6번지
탑부평_20030704,탑부평,제주 제주시 건입동 1381-1번지
탕수육_20210323,탕수육,제주 제주시 노형동 3788-4번지 1층
탕의기준_20191016,탕의기준,제주 제주시 조천읍 조천리 2600번지
태공식당_20050907,태공식당,제주 제주시 애월읍 애월리 1716-1번지
태광식당_19990330,태광식당,제주 제주시 용담일동 
태백산제주본점_20060928,태백산제주본점,제주 제주시 이호이동 177-5번지
태산봉_20151027,태산봉,제주 제주시 일도일동 1048-6번지
태선갈비일도점_20171229,태선갈비일도점,제주 제주시 일도이동 62-1번지 1층 2호
태선식당_19970328,태선식당,제주 제주시 이도일동 1708-1번지
태양상회_20210312,태양상회,제주 제주시 삼도이동 1181번지 삼도이동
태을갈비_20050322,태을갈비,제주 제주시 노형동 747-6번지
태진해장국_20181226,태진해장국,제주 제주시 아라일동 2384-7번지 1층
태하횟집_20190305,태하횟집,제주 제주시 용담일동 409번지
태흥2리 어촌계횟집_20150330,태흥2리 어촌계횟집,제주 서귀포시 남원읍 태흥리 375-3번지
탱테일_20190719,탱테일,제주 제주시 노형동 910-1번지 에코휴리움오피스 1층 102호
테왁_20200602,테왁,제주 서귀포시 서호동 1551-9번지 1층
텍사스하우스_20140226,텍사스하우스,제주 제주시 아라이동 3011-7번지 1층 101호 남쪽
텐저린_20180706,텐저린,제주 서귀포시 법환동 1298-3번지
토끼문_20191212,토끼문,제주 제주시 구좌읍 월정리 544번지 1동 3층
토끼트멍_20191119,토끼트멍,제주 서귀포시 안덕면 사계리 2032-11번지
토담집_20210707,토담집,제주 서귀포시 동홍동 648-10번지
토대력대학로점_20110511,토대력대학로점,제주 제주시 이도일동 1778-1번지
토대력드림점_20200226,토대력드림점,제주 제주시 이도이동 1186-19번지
토대력올레점_20091103,토대력올레점,제주 제주시 이도이동 408-6번지
토평해뜨는집_20070618,토평해뜨는집,제주 서귀포시 토평동 1244번지
통김치찌게_20090916,통김치찌게,제주 제주시 노형동 942-8번지
통나무집_19971104,통나무집,제주 서귀포시 서귀동 274-2번지
통시돈_20180202,통시돈,제주 제주시 일도이동 1030-2번지 1층
통영아귀찜_20090415,통영아귀찜,제주 제주시 봉개동 1359-1번지
통큰갈비(제주외도점)_20200210,통큰갈비(제주외도점),제주 제주시 외도일동 532-3번지 청솔가든 101호
통큰돼지_20110701,통큰돼지,제주 제주시 용담이동 2682-9번지 통큰돼지
통큰장어신제주점_20160512,통큰장어신제주점,제주 제주시 연동 300-4번지
통큰코다리모슬포점_20210601,통큰코다리모슬포점,제주 서귀포시 대정읍 하모리 1063-2번지
투다리노형점한점_20070507,투다리노형점한점,제주 제주시 노형동 914-4번지
투다리신제주점_19991206,투다리신제주점,제주 제주시 연동 273-67번지
투다리학사로점_20170315,투다리학사로점,제주 제주시 이도이동 1767-31번지 2층
투썸플레이스 곽지과물해변점_20150619,투썸플레이스 곽지과물해변점,제주 제주시 애월읍 곽지리 1849번지 A동 1층
투썸플레이스 노형디티점_20190320,투썸플레이스 노형디티점,제주 제주시 노형동 1236-4번지 1층
투썸플레이스 서귀포신시가지점_20181218,투썸플레이스 서귀포신시가지점,제주 서귀포시 법환동 745-3번지 2호 3층
투썸플레이스 제주고교점_20200921,투썸플레이스 제주고교점,제주 제주시 노형동 698-1번지 지하 2층 201호 B 202호
투썸플레이스 제주노형오거리점_20190527,투썸플레이스 제주노형오거리점,제주 제주시 노형동 3783-2번지 지하1층
투썸플레이스 제주대학병원점_20221128,투썸플레이스 제주대학병원점,제주 제주시 아라일동 6079-7번지
투썸플레이스 제주아라점_20220525,투썸플레이스 제주아라점,제주 제주시 아라일동 6134-2번지 1층
투썸플레이스 제주애월다인호텔점_20180406,투썸플레이스 제주애월다인호텔점,제주 제주시 애월읍 고내리 84번지 지하1층
투썸플레이스 제주연북로점_20210125,투썸플레이스 제주연북로점,제주 제주시 오라이동 3162-2번지
투썸플레이스 제주이도점_20220706,투썸플레이스 제주이도점,제주 제주시 이도이동 1019-11번지 1층
투썸플레이스 한라대점 (주)알앤에이치_20160826,투썸플레이스 한라대점 (주)알앤에이치,제주 제주시 노형동 3811-2번지
투썸플레이스영어도시점_20190627,투썸플레이스영어도시점,제주 서귀포시 대정읍 보성리 2477번지
투썸플레이스제주쇠소깍점_20200720,투썸플레이스제주쇠소깍점,제주 서귀포시 하효동 995-6번지 2층
투썸플레이스제주애월하귀점_20200703,투썸플레이스제주애월하귀점,제주 제주시 애월읍 하귀1리 275번지
투썸플레이스제주연동점_20120726,투썸플레이스제주연동점,제주 제주시 연동 274-7번지 1층
트라이브_20200605,트라이브,제주 제주시 애월읍 애월리 2467번지 제2동1층
트레비어 제주본점_20220927,트레비어 제주본점,제주 제주시 삼도일동 561-2번지 1층
틈새식당_20110610,틈새식당,제주 서귀포시 중문동 2007-1번지
티원_20221020,티원,제주 제주시 이도이동 1766-1번지 지하1층
팀블로우_20150810,팀블로우,제주 제주시 애월읍 애월리 2474-3번지 1층
파도_20200701,파도,제주 제주시 일도이동 1028-21번지
파도국수_20210514,파도국수,제주 제주시 연동 303-29번지 1층
파도소리해녀촌_20140422,파도소리해녀촌,제주 제주시 우도면 연평리 874-2번지
파라바베큐_20001214,파라바베큐,제주 제주시 이도일동 1252-6번지
파리바게뜨  대유대림점_20120214,파리바게뜨  대유대림점,제주 제주시 일도이동 89-10번지
파리바게뜨  신노형점_20040316,파리바게뜨  신노형점,제주 제주시 노형동 2613-1번지
파리바게뜨 광양점_20151223,파리바게뜨 광양점,제주 제주시 이도일동 1782-3번지
파리바게뜨 노형점_20200317,파리바게뜨 노형점,제주 제주시 연동 1953-9번지 1층
파리바게뜨 대정하나로점_20170420,파리바게뜨 대정하나로점,제주 서귀포시 대정읍 상모리 3453번지 지하1층
파리바게뜨 제주삼다점_20181015,파리바게뜨 제주삼다점,제주 제주시 연동 301-7번지 현일센츄럴파크뷰아파트 102호
파리바게뜨 제주삼화점_20140423,파리바게뜨 제주삼화점,제주 제주시 도련이동 548번지 삼화사랑으로부영1차아파트 101호 상가 제주삼화사랑으로부영1차
파리바게뜨 제주화순점_20200615,파리바게뜨 제주화순점,제주 서귀포시 안덕면 화순리 1291-8번지 1층
파리바게뜨 중문점_20201012,파리바게뜨 중문점,제주 서귀포시 중문동 2120-1번지
파리바게뜨 함덕해수욕장점_20160218,파리바게뜨 함덕해수욕장점,제주 제주시 조천읍 함덕리 3093-2번지 1층
파리바게뜨(외도우정점)_20080618,파리바게뜨(외도우정점),제주 제주시 외도일동 639-3번지
파리바게뜨도남점_20120229,파리바게뜨도남점,제주 제주시 도남동 922-41번지
파리바게뜨동초교점_20110419,파리바게뜨동초교점,제주 제주시 일도이동 993-3번지
파리바게뜨삼화2지구점_20160801,파리바게뜨삼화2지구점,제주 제주시 도련일동 1937-3번지
파리바게뜨서귀포1호광장_20071101,파리바게뜨서귀포1호광장,제주 서귀포시 서귀동 301-25번지
파리바게뜨서귀포월드컵점_20200515,파리바게뜨서귀포월드컵점,제주 서귀포시 법환동 748-1번지 1층
파리바게뜨서귀포홍플동홍점_20220614,파리바게뜨서귀포홍플동홍점,제주 서귀포시 동홍동 1561-5번지
파리바게뜨성산일출봉점_20150605,파리바게뜨성산일출봉점,제주 서귀포시 성산읍 성산리 135-1번지 2층
파리바게뜨신제주점_20021116,파리바게뜨신제주점,제주 제주시 연동 273-1번지 1층 파리바게뜨
파리바게뜨연동2호점_20100311,파리바게뜨연동2호점,제주 제주시 노형동 944-16번지 1층
파리바게뜨제주공항렌트카하우스점_20220118,파리바게뜨제주공항렌트카하우스점,제주 제주시 용담이동 2002번지 제주국제공항 제주국제공항
파리바게뜨제주남원점_20120822,파리바게뜨제주남원점,제주 서귀포시 남원읍 남원리 106-2번지 파리바게뜨제주남원점
파리바게뜨제주시청점_20161124,파리바게뜨제주시청점,제주 제주시 이도이동 1768-27번지 1층
파리바게뜨제주아라점_20120907,파리바게뜨제주아라점,제주 제주시 아라일동 6092-6번지 1층
파리바게뜨제주애월점_20181120,파리바게뜨제주애월점,제주 제주시 애월읍 애월리 1638-1번지 1층
파리바게뜨제주인제점_20040513,파리바게뜨제주인제점,제주 제주시 일도이동 329-30번지
파리바게뜨제주일도점_20101005,파리바게뜨제주일도점,제주 제주시 일도이동 48-5번지
파리바게뜨제주제스코본점_20170510,파리바게뜨제주제스코본점,제주 제주시 도남동 277번지 1층 2호
파리바게뜨제주종합청사점_20180717,파리바게뜨제주종합청사점,제주 제주시 도남동 693-1번지 1층
파리바게뜨제주중앙점_20200114,파리바게뜨제주중앙점,제주 제주시 이도일동 1410-1번지 1층
파리바게뜨제주표선점_20170825,파리바게뜨제주표선점,제주 서귀포시 표선면 표선리 624-2번지 1층
파리바게뜨제주하귀점_20180404,파리바게뜨제주하귀점,제주 제주시 애월읍 하귀1리 156-1번지 1층
파리바게뜨한라병원점_20120130,파리바게뜨한라병원점,제주 제주시 연동 1964-3번지 연동펠리체아파트 107호
파리바게뜨한림점_20110415,파리바게뜨한림점,제주 제주시 한림읍 한림리 1073번지
파리바게뜨협재해수욕장점_20160725,파리바게뜨협재해수욕장점,제주 제주시 한림읍 협재리 2437번지
파리바게트 제주노형백록점_20220504,파리바게트 제주노형백록점,제주 제주시 노형동 2581-3번지 노형동동마빌딩 102호
파리바게트 제주서사라점_20210408,파리바게트 제주서사라점,제주 제주시 삼도일동 519-15번지 세종빌딩 1층
파리바게트화북점_20200901,파리바게트화북점,제주 제주시 화북일동 11-4번지 정성빌딩 1층 102호
파스쿠찌봉개디아이점_20200611,파스쿠찌봉개디아이점,제주 제주시 봉개동 2579번지 1층
파스쿠찌삼화지구점_20180307,파스쿠찌삼화지구점,제주 제주시 도련일동 1939-3번지 2층
파스쿠찌서귀포신시가지 주식회사_20181204,파스쿠찌서귀포신시가지 주식회사,제주 서귀포시 강정동 164-3번지 1층
파스쿠찌용담해안도로점_20161121,파스쿠찌용담해안도로점,제주 제주시 용담삼동 2319-1번지
파스쿠찌제주영어교육도시점_20200527,파스쿠찌제주영어교육도시점,제주 서귀포시 대정읍 보성리 2476번지 1층 132호
파스쿠찌제주제원점_20180813,파스쿠찌제주제원점,제주 제주시 연동 273-4번지 1층
파스쿠찌제주한라대점_20210429,파스쿠찌제주한라대점,제주 제주시 노형동 2319-1번지 1층
파페로(papero)_20221115,파페로(papero),제주 제주시 노형동 929-1번지 1층
팔각촌_20191129,팔각촌,제주 제주시 이도이동 406-1번지 1층
팔도식당갈치조림섭지코지점_20201116,팔도식당갈치조림섭지코지점,제주 서귀포시 성산읍 고성리 538-2번지
팔팔돼지_20140311,팔팔돼지,제주 제주시 연동 261-10번지
패밀리만두_20141111,패밀리만두,제주 제주시 연동 1481번지
퍼랭_20220826,퍼랭,제주 서귀포시 색달동 2316-1번지
페리카나중문점_20120302,페리카나중문점,제주 서귀포시 중문동 2081-5번지
평대바다상점_20180913,평대바다상점,제주 제주시 구좌읍 평대리 3346-12번지 1층
평대스낵_20190409,평대스낵,제주 제주시 구좌읍 평대리 1976-1번지 1층
평창메밀막국수_20200331,평창메밀막국수,제주 제주시 노형동 64-12번지 1층
포구횟집_20200227,포구횟집,제주 제주시 애월읍 하귀2리 2727번지
포도원흑돼지_20061019,포도원흑돼지,제주 제주시 노형동 2586-1번지
포동정식 도청점_20210908,포동정식 도청점,제주 제주시 연동 302-11번지 1층
포동정식시청점_20180620,포동정식시청점,제주 제주시 이도이동 1178-8번지 1층
포차천국노형점_20200625,포차천국노형점,제주 제주시 노형동 1044-11번지
폭폭_20200629,폭폭,제주 제주시 애월읍 장전리 389-5번지
폭풍장어외도점_20220406,폭풍장어외도점,제주 제주시 외도일동 405-4번지 1층
