MCT_YM,MCT_NM,name,ADDR,주소1,주소,result
채색_20210423,채색,무슈부부커피스탠드 오리진,제주 제주시 구좌읍 세화리 1467-2번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EA%B5%AC%EC%A2%8C%EC%9D%8D%20%EC%84%B8%ED%99%94%EB%A6%AC%201467-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1776363303?isCorrectAnswer=true,
채우다_20181109,채우다,,제주 제주시 일도일동 1251번지 일도일동,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%BC%EB%8F%99%201251%EB%B2%88%EC%A7%80%20%EC%9D%BC%EB%8F%84%EC%9D%BC%EB%8F%99,
천금_20151021,천금,,제주 제주시 삼도이동 20-5번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EB%8F%84%EC%9D%B4%EB%8F%99%2020-5%EB%B2%88%EC%A7%80%201%EC%B8%B5,
천금음식점_20000807,천금음식점,서귀정 서귀포신시가지본점,제주 서귀포시 법환동 735-9번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%B2%95%ED%99%98%EB%8F%99%20735-9%EB%B2%88%EC%A7%80/place/1004231216?isCorrectAnswer=true,
청년다방노형점_20180423,청년다방노형점,청년다방 제주노형점,제주 제주시 노형동 1561번지 노형동,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%201561%EB%B2%88%EC%A7%80%20%EB%85%B8%ED%98%95%EB%8F%99/place/1885190641?isCorrectAnswer=true,
청수냉면_20220923,청수냉면,청수냉면불고기,제주 제주시 애월읍 하귀1리 137-2번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%ED%95%98%EA%B7%801%EB%A6%AC%20137-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1516960768?isCorrectAnswer=true,
청운식당_20200306,청운식당,성산일출봉 청운식당,제주 서귀포시 성산읍 성산리 192-2번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EC%84%B1%EC%82%B0%EB%A6%AC%20192-2%EB%B2%88%EC%A7%80/place/16948056?isCorrectAnswer=true,
청춘막창_20220503,청춘막창,,제주 제주시 일도이동 1027-10번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%201027-10%EB%B2%88%EC%A7%80%201%EC%B8%B5,
초량화성_20200211,초량화성,,제주 제주시 일도이동 68-2번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%2068-2%EB%B2%88%EC%A7%80%201%EC%B8%B5,
초원식당_19950703,초원식당,선진치어센타,제주 제주시 조천읍 ,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EC%B2%9C%EC%9D%8D%20/place/10990437?isCorrectAnswer=true,
춘리마라탕_20210804,춘리마라탕,춘리마라탕 드림타워점,제주 제주시 노형동 919-3번지 2층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%20919-3%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/1100911782?isCorrectAnswer=true,
춤추는돼지 본점_20200423,춤추는돼지 본점,춤추는돼지,제주 제주시 도두일동 2622-2번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%91%90%EC%9D%BC%EB%8F%99%202622-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1134800898?isCorrectAnswer=true,
친정집_20140320,친정집,바른삼겹,제주 제주시 화북일동 11-2번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%99%94%EB%B6%81%EC%9D%BC%EB%8F%99%2011-2%EB%B2%88%EC%A7%80/place/1082849274?isCorrectAnswer=true,
칠돈가_20130107,칠돈가,엉덩물계곡,제주 서귀포시 동홍동 1507-10번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8F%99%ED%99%8D%EB%8F%99%201507-10%EB%B2%88%EC%A7%80/place/1372279326?isCorrectAnswer=true,
칠돈가서광직영점_20180110,칠돈가서광직영점,칠돈가 신화월드점,제주 서귀포시 안덕면 서광리 1818-4번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%95%88%EB%8D%95%EB%A9%B4%20%EC%84%9C%EA%B4%91%EB%A6%AC%201818-4%EB%B2%88%EC%A7%80/place/1462473274?isCorrectAnswer=true,
칠돈가성산직영점_20190108,칠돈가성산직영점,칠돈가 성산직영점,제주 서귀포시 성산읍 오조리 338-1번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EC%98%A4%EC%A1%B0%EB%A6%AC%20338-1%EB%B2%88%EC%A7%80/place/600824767?isCorrectAnswer=true,
칠돈가제주공항직영점_20200703,칠돈가제주공항직영점,돈팔구 제원연동,제주 제주시 연동 304-11번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20304-11%EB%B2%88%EC%A7%80/place/1047628722?isCorrectAnswer=true,
칠돈가직영점_20160804,칠돈가직영점,칠돈가 중문점,제주 서귀포시 색달동 2312-1번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%83%89%EB%8B%AC%EB%8F%99%202312-1%EB%B2%88%EC%A7%80/place/698593343?isCorrectAnswer=true,
칠돈본가 주식회사_20220608,칠돈본가,,제주 제주시 용담이동 2695-4번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%B4%EB%8F%99%202695-4%EB%B2%88%EC%A7%80%201%EC%B8%B5,
칠성뷔페_20180105,칠성뷔페,,제주 제주시 일도일동 1298-28번지 4층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%BC%EB%8F%99%201298-28%EB%B2%88%EC%A7%80%204%EC%B8%B5,
카페노티드 제주애월_20210108,카페노티드 제주애월,9.81 파크,제주 제주시 애월읍 애월리 2527-3번지 2층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%EC%95%A0%EC%9B%94%EB%A6%AC%202527-3%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/1666616962?isCorrectAnswer=true,
카페봄봄봉개점_20200227,카페봄봄봉개점,봉개김밥사랑,제주 제주시 봉개동 1871번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%B4%89%EA%B0%9C%EB%8F%99%201871%EB%B2%88%EC%A7%80/place/1521933872?isCorrectAnswer=true,
카페봄봄영어교육도시점_20220203,카페봄봄영어교육도시점,더작심 영어교육도시점,제주 서귀포시 대정읍 보성리 2476번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EC%A0%95%EC%9D%8D%20%EB%B3%B4%EC%84%B1%EB%A6%AC%202476%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1071814866?isCorrectAnswer=true,
커피베이 제주공항국내선1호점_20210719,커피베이 제주공항국내선1호점,,제주 제주시 용담이동 2002번지 3층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%B4%EB%8F%99%202002%EB%B2%88%EC%A7%80%203%EC%B8%B5,
커피베이 제주공항국내선2호점_20210719,커피베이 제주공항국내선2호점,,제주 제주시 용담이동 2002번지 3층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%B4%EB%8F%99%202002%EB%B2%88%EC%A7%80%203%EC%B8%B5,
컬쳐드인더랩_20220805,컬쳐드인더랩,컬쳐드,제주 제주시 아라이동 3003-10번지 지하1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%B4%EB%8F%99%203003-10%EB%B2%88%EC%A7%80%20%EC%A7%80%ED%95%981%EC%B8%B5/place/37992927?isCorrectAnswer=true,
컴포즈커피 서홍점_20220315,컴포즈커피 서홍점,윌버케이크,제주 서귀포시 서홍동 350-21번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%ED%99%8D%EB%8F%99%20350-21%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1060988632?isCorrectAnswer=true,
컴포즈커피(서귀포대정점)_20220614,컴포즈커피(서귀포대정점),컴포즈커피 서귀포대정점,제주 서귀포시 대정읍 하모리 841-7번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EC%A0%95%EC%9D%8D%20%ED%95%98%EB%AA%A8%EB%A6%AC%20841-7%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1523849393?isCorrectAnswer=true,
컴포즈커피서귀포동홍점_20211014,컴포즈커피서귀포동홍점,컴포즈커피 서귀포동홍점,제주 서귀포시 동홍동 567번지 102호,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8F%99%ED%99%8D%EB%8F%99%20567%EB%B2%88%EC%A7%80%20102%ED%98%B8/place/1200752206?isCorrectAnswer=true,
컴포즈커피연동점_20210831,컴포즈커피연동점,컴포즈커피 제주연동점,제주 제주시 연동 1486번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%201486%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1140901164?isCorrectAnswer=true,
컴포즈커피외도점_20211229,컴포즈커피외도점,컴포즈커피 제주외도점,제주 제주시 외도일동 400-9번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%BC%EB%8F%99%20400-9%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1068423637?isCorrectAnswer=true,
컴포즈커피한림점_20211215,컴포즈커피한림점,한림본정형외과의원,제주 제주시 한림읍 동명리 1592-3번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%9C%EB%A6%BC%EC%9D%8D%20%EB%8F%99%EB%AA%85%EB%A6%AC%201592-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1021808962?isCorrectAnswer=true,
케이에프씨제주시청점_20211231,케이에프씨제주시청점,,제주 제주시 이도이동 1065-4번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201065-4%EB%B2%88%EC%A7%80%201%EC%B8%B5,
케이티 구내식당_20220302,케이티 구내식당,,제주 제주시 이도일동 1643-1번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%BC%EB%8F%99%201643-1%EB%B2%88%EC%A7%80,
코코분식본점_20190104,코코분식본점,,제주 제주시 이도이동 1187-5번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201187-5%EB%B2%88%EC%A7%80%201%EC%B8%B5,
크라운호프 노형점_20200511,크라운호프 노형점,성산을본고등어쌈밥 제주 성산일출봉점,제주 서귀포시 성산읍 성산리 296-3번지 3층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EC%84%B1%EC%82%B0%EB%A6%AC%20296-3%EB%B2%88%EC%A7%80%203%EC%B8%B5/place/1720373522?isCorrectAnswer=true,
키링푸드비상식탁_20221006,키링푸드비상식탁,비상식탁 도남점,제주 제주시 도남동 920-17번지 1층 3호,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%82%A8%EB%8F%99%20920-17%EB%B2%88%EC%A7%80%201%EC%B8%B5%203%ED%98%B8/place/1559611694?isCorrectAnswer=true,
탐라는파스타호텔더본점_20180724,탐라는파스타호텔더본점,탐라는 파스타,제주 서귀포시 색달동 2156-3번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%83%89%EB%8B%AC%EB%8F%99%202156-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1019528693?isCorrectAnswer=true,
탐라맥닭 탐라맥반석 닭구이_20210707,탐라맥닭 탐라맥반석 닭구이,,제주 제주시 일도이동 1030-1번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%201030-1%EB%B2%88%EC%A7%80%201%EC%B8%B5,
탑동치킨앤호프_20100607,탑동치킨앤호프,옛골,제주 서귀포시 서귀동 433-6번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20433-6%EB%B2%88%EC%A7%80/place/1937385469?isCorrectAnswer=true,
탕수육_20210323,탕수육,탕수육,제주 제주시 노형동 3788-4번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%203788-4%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1793239925?isCorrectAnswer=true,
태광식당_19990330,태광식당,,제주 제주시 용담일동 ,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%BC%EB%8F%99%20,
태양상회_20210312,태양상회,,제주 제주시 삼도이동 1181번지 삼도이동,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EB%8F%84%EC%9D%B4%EB%8F%99%201181%EB%B2%88%EC%A7%80%20%EC%82%BC%EB%8F%84%EC%9D%B4%EB%8F%99,
태하횟집_20190305,태하횟집,,제주 제주시 용담일동 409번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%BC%EB%8F%99%20409%EB%B2%88%EC%A7%80,
텍사스하우스_20140226,텍사스하우스,텍사스하우스부대찌개전문점,제주 제주시 아라이동 3011-7번지 1층 101호 남쪽,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%B4%EB%8F%99%203011-7%EB%B2%88%EC%A7%80%201%EC%B8%B5%20101%ED%98%B8%20%EB%82%A8%EC%AA%BD/place/34432205?isCorrectAnswer=true,
토담집_20210707,토담집,토담집,제주 서귀포시 동홍동 648-10번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8F%99%ED%99%8D%EB%8F%99%20648-10%EB%B2%88%EC%A7%80/place/16906247?isCorrectAnswer=true,
통나무집_19971104,통나무집,주니네오메기떡,제주 서귀포시 서귀동 274-2번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20274-2%EB%B2%88%EC%A7%80/place/1952976241?isCorrectAnswer=true,
통영아귀찜_20090415,통영아귀찜,수목원테마파크,제주 제주시 봉개동 1359-1번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%B4%89%EA%B0%9C%EB%8F%99%201359-1%EB%B2%88%EC%A7%80/place/30811752?isCorrectAnswer=true,
통큰갈비(제주외도점)_20200210,통큰갈비(제주외도점),통큰갈비 제주외도점,제주 제주시 외도일동 532-3번지 청솔가든 101호,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%BC%EB%8F%99%20532-3%EB%B2%88%EC%A7%80%20%EC%B2%AD%EC%86%94%EA%B0%80%EB%93%A0%20101%ED%98%B8/place/1386890928?isCorrectAnswer=true,
투다리노형점한점_20070507,투다리노형점한점,투다리 노형정한점,제주 제주시 노형동 914-4번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%20914-4%EB%B2%88%EC%A7%80/place/11762357?isCorrectAnswer=true,
투다리학사로점_20170315,투다리학사로점,,제주 제주시 이도이동 1767-31번지 2층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201767-31%EB%B2%88%EC%A7%80%202%EC%B8%B5,
투썸플레이스 노형디티점_20190320,투썸플레이스 노형디티점,모넬로키즈카페 제주노형점,제주 제주시 노형동 1236-4번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%201236-4%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1690754188?isCorrectAnswer=true,
투썸플레이스 제주대학병원점_20221128,투썸플레이스 제주대학병원점,투썸플레이스 제주대병원점,제주 제주시 아라일동 6079-7번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%BC%EB%8F%99%206079-7%EB%B2%88%EC%A7%80/place/1076619060?isCorrectAnswer=true,
투썸플레이스 한라대점 (주)알앤에이치_20160826,투썸플레이스 한라대점 알앤에이치,투썸플레이스 제주한라대점,제주 제주시 노형동 3811-2번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%203811-2%EB%B2%88%EC%A7%80/place/38514328?isCorrectAnswer=true,
트레비어 제주본점_20220927,트레비어 제주본점,,제주 제주시 삼도일동 561-2번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EB%8F%84%EC%9D%BC%EB%8F%99%20561-2%EB%B2%88%EC%A7%80%201%EC%B8%B5,
티원_20221020,티원,,제주 제주시 이도이동 1766-1번지 지하1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201766-1%EB%B2%88%EC%A7%80%20%EC%A7%80%ED%95%981%EC%B8%B5,
파도_20200701,파도,,제주 제주시 일도이동 1028-21번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%201028-21%EB%B2%88%EC%A7%80,
파라바베큐_20001214,파라바베큐,,제주 제주시 이도일동 1252-6번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%BC%EB%8F%99%201252-6%EB%B2%88%EC%A7%80,
파리바게뜨 광양점_20151223,파리바게뜨 광양점,,제주 제주시 이도일동 1782-3번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%BC%EB%8F%99%201782-3%EB%B2%88%EC%A7%80,
파리바게뜨 노형점_20200317,파리바게뜨 노형점,파리바게뜨 제주노형점,제주 제주시 연동 1953-9번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%201953-9%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1571657725?isCorrectAnswer=true,
파리바게뜨 대정하나로점_20170420,파리바게뜨 대정하나로점,하나로마트 대정농협,제주 서귀포시 대정읍 상모리 3453번지 지하1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EC%A0%95%EC%9D%8D%20%EC%83%81%EB%AA%A8%EB%A6%AC%203453%EB%B2%88%EC%A7%80%20%EC%A7%80%ED%95%981%EC%B8%B5/place/1582402135?isCorrectAnswer=true,
파리바게뜨 중문점_20201012,파리바게뜨 중문점,파리바게뜨 제주중문점,제주 서귀포시 중문동 2120-1번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%A4%91%EB%AC%B8%EB%8F%99%202120-1%EB%B2%88%EC%A7%80/place/33299931?isCorrectAnswer=true,
파리바게뜨 함덕해수욕장점_20160218,파리바게뜨 함덕해수욕장점,함덕오메기떡방앗간,제주 제주시 조천읍 함덕리 3093-2번지 1층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EC%B2%9C%EC%9D%8D%20%ED%95%A8%EB%8D%95%EB%A6%AC%203093-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/520907576?isCorrectAnswer=true,
파리바게뜨(외도우정점)_20080618,파리바게뜨(외도우정점),우리소아청소년과의원,제주 제주시 외도일동 639-3번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%BC%EB%8F%99%20639-3%EB%B2%88%EC%A7%80/place/1098223370?isCorrectAnswer=true,
파리바게뜨동초교점_20110419,파리바게뜨동초교점,,제주 제주시 일도이동 993-3번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%20993-3%EB%B2%88%EC%A7%80,
파리바게뜨삼화2지구점_20160801,파리바게뜨삼화2지구점,오나정산부인과의원,제주 제주시 도련일동 1937-3번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%A0%A8%EC%9D%BC%EB%8F%99%201937-3%EB%B2%88%EC%A7%80/place/1146768379?isCorrectAnswer=true,
파리바게뜨서귀포1호광장_20071101,파리바게뜨서귀포1호광장,파리바게뜨 서귀포1호광장점,제주 서귀포시 서귀동 301-25번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20301-25%EB%B2%88%EC%A7%80/place/20095542?isCorrectAnswer=true,
파리바게뜨서귀포홍플동홍점_20220614,파리바게뜨서귀포홍플동홍점,파리바게뜨 서귀포홈플동홍점,제주 서귀포시 동홍동 1561-5번지,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8F%99%ED%99%8D%EB%8F%99%201561-5%EB%B2%88%EC%A7%80/place/1597721797?isCorrectAnswer=true,
파리바게뜨성산일출봉점_20150605,파리바게뜨성산일출봉점,안녕성산,제주 서귀포시 성산읍 성산리 135-1번지 2층,FALSE,https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EC%84%B1%EC%82%B0%EB%A6%AC%20135-1%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/1101782699?isCorrectAnswer=true,
